Title,Link,Channel Name,Channel Link,Subscriber Count,Category,Views,Likes,DislikesDrDisrespect shows why he is the SNIPER GOD in ANY GAME,https://www.youtube.com/watch?v=gF7TSlGv6no&fbclid=IwAR3u-MSia_FTkm1D9hZuQ4w1gxOApAHC08gRv7XFtsfNZ0Z-q-3KiVTmuhk,DrDisRespect,www.youtube.com/channel/UCcJL2ld6kxy_nuV1u7PVQ0g,1.4M,None,"15,824","1,963",27
10 HARDEST Video Game Choices That Made Us Sweat,https://www.youtube.com/watch?v=s8gpydaM-7w,gameranx,www.youtube.com/channel/UCNvzD7Z-g64bPXxGzaQaa4g,5.53M,None,"517,682","14,324",338
Is 4:55 the perfect speedrun? Super Mario Bros. World Record Explained,https://www.youtube.com/watch?v=4CgC2g43smA,Bismuth,www.youtube.com/channel/UCQ9STd0zeHrrQGJQEuvhuTw,64.8K,None,"6,397,502","80,928","3,668"
A Complete History of Pokemon Rumors - Did You Know Gaming? Feat. Remix,https://www.youtube.com/watch?v=gWX6zyb_Pkc,DidYouKnowGaming?,www.youtube.com/channel/UCyS4xQE6DK4_p3qXQwJQAyA,2.3M,None,"897,060","19,258",472
Huge Discovery Rocks Banjo-Kazooie Speedrunning!,https://www.youtube.com/watch?v=6mKVKFnXQ4k,Karl Jobst,www.youtube.com/channel/UC3ltptWa0xfrDweghW94Acg,157K,None,"818,605","18,853",684
Worst Console Launch Ever: Google Stadia - Rerez,https://www.youtube.com/watch?v=m0OYCMkr-_Q,Rerez,www.youtube.com/channel/UCoFpRCAsKfWAshvLE1bYzdw,239K,None,"1,079,766","36,165","2,753"
"I'M ""FLEE"" FALLING (i'm not sorry...) | Fleeing the Complex",https://www.youtube.com/watch?v=N9K2p54k9GA,Markiplier,www.youtube.com/channel/UC7_YxT-KID8kRbqZo7MyscQ,25M,None,"44,018,444","415,478","14,763"
Cuphead by TheMexicanRunner in 48:42 - AGDQ2019,https://www.youtube.com/watch?v=7AzL9jQq_tQ,The Mexican Runner,www.youtube.com/channel/UCquRMmrgLmkc6gQ4Idnj4_Q,61.4K,None,"1,977,661","25,061",818
I Anti-Scammed the Duel Arena Scammers,https://www.youtube.com/watch?v=V5_sCa1Sz24,KempQ,www.youtube.com/channel/UCl7FxeciaU48G-K6oIRH0xg,116K,None,"1,453,296","19,886","1,195"
Why Obtaining the True 121st Star in Super Mario 64 Will Be the Hardest Challenge Yet,https://www.youtube.com/watch?v=Cq_dZrJvsOM,SwankyBox,www.youtube.com/channel/UCF0SRAnWz56UBv-upYD0B5Q,337K,None,"804,051","27,308","1,792"
World's Most Infamous Donkey Kong Player Caught Cheating!,https://www.youtube.com/watch?v=234Y76_3YPE,Apollo Legend,www.youtube.com/channel/UC5t8u4kpE0WvLxkPWIp8n-g,283K,None,"5,181,693","89,362","4,283"
The story of how I solved Super Monkey Ball's biggest mystery,https://www.youtube.com/watch?v=inUkotGb-K4,Nick Robinson,www.youtube.com/channel/UCOuddH5GyBXp-_tv_ASdp_A,625K,None,"1,729,866","135,579","1,623"
The Impossible Level,https://www.youtube.com/watch?v=o68gmuWYvVA,ReflectivistFox,www.youtube.com/channel/UC7TYqYWHxY085CO2xPSZV6w,20.4K,None,"5,756,805","73,727","5,428"
The WORST Animated Movies of the Decade Tier List,https://www.youtube.com/watch?v=CgyCHDTU5-E,Saberspark,www.youtube.com/channel/UCeGGpOehPGG7vQMUVc7tG8Q,949K,None,"1,128,816","41,973","2,262"
Ruining FNaF by Dissecting the Animatronics' AI | Tech Rules,https://www.youtube.com/watch?v=ujg0Y5IziiY,Tech Rules,www.youtube.com/channel/UCpGCuiAOFIDurA-hU_p2E0w,158K,None,"812,355","45,203",677
This DOOM Challenge Took 23 YEARS To Complete!,https://www.youtube.com/watch?v=PlcpDAhF-NM,Karl Jobst,www.youtube.com/channel/UC3ltptWa0xfrDweghW94Acg,157K,None,"345,658","12,539",449
Animal Crossing Clones - Austin Eruption,https://www.youtube.com/watch?v=g0H4Jud0bK8,Austin Eruption,www.youtube.com/channel/UC0SyhPy7VsMQCIYDszFaplQ,157K,None,"359,481","10,106",494
10 Speedrunners Who Were Caught Cheating,https://www.youtube.com/watch?v=JdvFSQFZfK8,Apollo Legend,www.youtube.com/channel/UC5t8u4kpE0WvLxkPWIp8n-g,283K,None,"11,403,882","132,302","10,010"
Is it Possible to Beat Super Mario 64 DS Without Mario?,https://www.youtube.com/watch?v=xRmbFCFEOKc,Nathaniel Bandy,www.youtube.com/channel/UCRwczJ_nk1t9IGHyHfHbXRQ,640K,None,"5,604,933","83,849","2,290"
"Minecraft Skyblock All Achievements Speedrun in 2h59 - Timelapse (Hardcore, Including Bloopers!)",https://www.youtube.com/watch?v=H49i5mwdYbQ,Michael Hendriks,www.youtube.com/channel/UCSNsJvvc3LarXVkJ2H6e2zQ,44.4K,None,"7,055,332","93,154","5,162"
